cWed Feb  5 09:51:21 2020 [pid 2] CONNECT: Client "192.168.81.235"
Tue Feb 11 23:35:25 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:35:25 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:35:25 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "STOR clt5.txt"
Tue Feb 11 23:35:25 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Ok to send data."
Tue Feb 11 23:35:25 2020 [pid 3] [crio-user] OK UPLOAD: Client "3.6.238.35", "/home/crio-user/ftp_server/clt5.txt", 1048576 bytes, 51282.05Kbyte/sec
Tue Feb 11 23:35:25 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Transfer complete."
Tue Feb 11 23:35:28 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE A"
Tue Feb 11 23:35:28 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to ASCII mode."
Tue Feb 11 23:35:28 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:35:28 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:35:28 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:35:28 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:35:28 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:36:21 2020 [pid 2] CONNECT: Client "3.6.238.35"
Tue Feb 11 23:36:21 2020 [pid 2] FTP response: Client "3.6.238.35", "220 (vsFTPd 3.0.3)"
Tue Feb 11 23:36:24 2020 [pid 2] FTP command: Client "3.6.238.35", "USER crio-user"
Tue Feb 11 23:36:24 2020 [pid 2] [crio-user] FTP response: Client "3.6.238.35", "331 Please specify the password."
Tue Feb 11 23:36:25 2020 [pid 2] [crio-user] FTP command: Client "3.6.238.35", "PASS <password>"
Tue Feb 11 23:36:25 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.238.35"
Tue Feb 11 23:36:25 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "230 Login successful."
Tue Feb 11 23:36:25 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "SYST"
Tue Feb 11 23:36:25 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "215 UNIX Type: L8"
Tue Feb 11 23:36:34 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_server"
Tue Feb 11 23:36:34 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:36:35 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:36:35 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:36:35 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:36:35 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:36:35 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:36:48 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE I"
Tue Feb 11 23:36:48 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to Binary mode."
Tue Feb 11 23:36:48 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:36:48 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:36:48 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "STOR clt8.txt"
Tue Feb 11 23:36:48 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Ok to send data."
Tue Feb 11 23:36:48 2020 [pid 3] [crio-user] OK UPLOAD: Client "3.6.238.35", "/home/crio-user/ftp_server/clt8.txt", 458752 bytes, 22269.72Kbyte/sec
Tue Feb 11 23:36:48 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Transfer complete."
Tue Feb 11 23:36:50 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE A"
Tue Feb 11 23:36:50 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to ASCII mode."
Tue Feb 11 23:36:50 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:36:50 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:36:50 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:36:50 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:36:50 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:37:29 2020 [pid 2] CONNECT: Client "3.6.238.35"
Tue Feb 11 23:37:30 2020 [pid 2] FTP response: Client "3.6.238.35", "220 (vsFTPd 3.0.3)"
Tue Feb 11 23:37:32 2020 [pid 2] FTP command: Client "3.6.238.35", "USER crio-user"
Tue Feb 11 23:37:32 2020 [pid 2] [crio-user] FTP response: Client "3.6.238.35", "331 Please specify the password."
Tue Feb 11 23:37:33 2020 [pid 2] [crio-user] FTP command: Client "3.6.238.35", "PASS <password>"
Tue Feb 11 23:37:46 2020 [pid 2] CONNECT: Client "3.6.238.35"
Tue Feb 11 23:37:46 2020 [pid 2] FTP response: Client "3.6.238.35", "220 (vsFTPd 3.0.3)"
Tue Feb 11 23:37:49 2020 [pid 2] FTP command: Client "3.6.238.35", "USER crio-user"
Tue Feb 11 23:37:49 2020 [pid 2] [crio-user] FTP response: Client "3.6.238.35", "331 Please specify the password."
Tue Feb 11 23:38:03 2020 [pid 2] [crio-user] FTP command: Client "3.6.238.35", "PASS <password>"
Tue Feb 11 23:38:03 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.238.35"
Tue Feb 11 23:38:03 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "230 Login successful."
Tue Feb 11 23:38:03 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "SYST"
Tue Feb 11 23:38:03 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "215 UNIX Type: L8"
Tue Feb 11 23:38:04 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PORT 192,168,48,198,211,175"
Tue Feb 11 23:38:04 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "500 Illegal PORT command."
Tue Feb 11 23:38:07 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:38:07 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:38:07 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:38:07 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:38:07 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:38:16 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_server"
Tue Feb 11 23:38:16 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:38:17 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:38:17 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:38:17 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:38:17 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:38:17 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:38:30 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE I"
Tue Feb 11 23:38:30 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to Binary mode."
Tue Feb 11 23:38:30 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:38:30 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:38:30 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "STOR clt9.txt"
Tue Feb 11 23:38:30 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Ok to send data."
Tue Feb 11 23:38:30 2020 [pid 3] [crio-user] OK UPLOAD: Client "3.6.238.35", "/home/crio-user/ftp_server/clt9.txt", 458752 bytes, 20649.92Kbyte/sec
Tue Feb 11 23:38:30 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Transfer complete."
Tue Feb 11 23:38:33 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE A"
Tue Feb 11 23:38:33 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to ASCII mode."
Tue Feb 11 23:38:33 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:38:33 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:38:33 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:38:33 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:38:33 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:40:02 2020 [pid 2] CONNECT: Client "3.6.238.35"
Tue Feb 11 23:40:02 2020 [pid 2] FTP response: Client "3.6.238.35", "220 (vsFTPd 3.0.3)"
Tue Feb 11 23:40:05 2020 [pid 2] FTP command: Client "3.6.238.35", "USER crio-user"
Tue Feb 11 23:40:05 2020 [pid 2] [crio-user] FTP response: Client "3.6.238.35", "331 Please specify the password."
Tue Feb 11 23:40:06 2020 [pid 2] [crio-user] FTP command: Client "3.6.238.35", "PASS <password>"
Tue Feb 11 23:40:06 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.238.35"
Tue Feb 11 23:40:06 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "230 Login successful."
Tue Feb 11 23:40:06 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "SYST"
Tue Feb 11 23:40:06 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "215 UNIX Type: L8"
Tue Feb 11 23:40:25 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_server"
Tue Feb 11 23:40:25 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:40:25 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PORT 192,168,48,198,164,115"
Tue Feb 11 23:40:25 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "500 Illegal PORT command."
Tue Feb 11 23:40:28 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:40:28 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:40:28 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:40:28 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:40:28 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:40:28 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "421 Timeout."
Tue Feb 11 23:40:36 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE I"
Tue Feb 11 23:40:36 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to Binary mode."
Tue Feb 11 23:40:36 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:40:36 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,147)."
Tue Feb 11 23:40:36 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "STOR clt1.txt"
Tue Feb 11 23:40:36 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Ok to send data."
Tue Feb 11 23:40:36 2020 [pid 3] [crio-user] OK UPLOAD: Client "3.6.238.35", "/home/crio-user/ftp_server/clt1.txt", 1048576 bytes, 51594.70Kbyte/sec
Tue Feb 11 23:40:36 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Transfer complete."
Tue Feb 11 23:40:37 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE A"
Tue Feb 11 23:40:37 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to ASCII mode."
Tue Feb 11 23:40:38 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:40:38 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:40:38 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:40:38 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:40:38 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:41:12 2020 [pid 2] CONNECT: Client "3.6.238.35"
Tue Feb 11 23:41:12 2020 [pid 2] FTP response: Client "3.6.238.35", "220 (vsFTPd 3.0.3)"
Tue Feb 11 23:41:15 2020 [pid 2] FTP command: Client "3.6.238.35", "USER crio-user"
Tue Feb 11 23:41:15 2020 [pid 2] [crio-user] FTP response: Client "3.6.238.35", "331 Please specify the password."
Tue Feb 11 23:41:16 2020 [pid 2] [crio-user] FTP command: Client "3.6.238.35", "PASS <password>"
Tue Feb 11 23:41:16 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.238.35"
Tue Feb 11 23:41:16 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "230 Login successful."
Tue Feb 11 23:41:16 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "SYST"
Tue Feb 11 23:41:16 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "215 UNIX Type: L8"
Tue Feb 11 23:41:33 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_server"
Tue Feb 11 23:41:33 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:41:38 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE I"
Tue Feb 11 23:41:38 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to Binary mode."
Tue Feb 11 23:41:38 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PORT 192,168,48,198,222,121"
Tue Feb 11 23:41:38 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "500 Illegal PORT command."
Tue Feb 11 23:41:41 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:41:41 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:41:41 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "STOR clt2.txt"
Tue Feb 11 23:41:41 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Ok to send data."
Tue Feb 11 23:41:41 2020 [pid 3] [crio-user] OK UPLOAD: Client "3.6.238.35", "/home/crio-user/ftp_server/clt2.txt", 0.00Kbyte/sec
Tue Feb 11 23:41:41 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Transfer complete."
Tue Feb 11 23:41:42 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE A"
Tue Feb 11 23:41:42 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to ASCII mode."
Tue Feb 11 23:41:42 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:41:42 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:41:42 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:41:42 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:41:42 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:41:50 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "421 Timeout."
Tue Feb 11 23:42:56 2020 [pid 2] CONNECT: Client "3.6.238.35"
Tue Feb 11 23:42:56 2020 [pid 2] FTP response: Client "3.6.238.35", "220 (vsFTPd 3.0.3)"
Tue Feb 11 23:42:59 2020 [pid 2] FTP command: Client "3.6.238.35", "USER crio-user"
Tue Feb 11 23:42:59 2020 [pid 2] [crio-user] FTP response: Client "3.6.238.35", "331 Please specify the password."
Tue Feb 11 23:43:00 2020 [pid 2] [crio-user] FTP command: Client "3.6.238.35", "PASS <password>"
Tue Feb 11 23:43:00 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.238.35"
Tue Feb 11 23:43:00 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "230 Login successful."
Tue Feb 11 23:43:00 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "SYST"
Tue Feb 11 23:43:00 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "215 UNIX Type: L8"
Tue Feb 11 23:43:15 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_server"
Tue Feb 11 23:43:15 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:43:19 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:43:19 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:43:19 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "LIST"
Tue Feb 11 23:43:19 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Here comes the directory listing."
Tue Feb 11 23:43:19 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Directory send OK."
Tue Feb 11 23:43:26 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE I"
Tue Feb 11 23:43:26 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to Binary mode."
Tue Feb 11 23:43:26 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:43:26 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:43:26 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "STOR clt5.txt"
Tue Feb 11 23:43:26 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Ok to send data."
Tue Feb 11 23:43:33 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "421 Timeout."
Tue Feb 11 23:43:43 2020 [pid 3] [crio-user] OK UPLOAD: Client "3.6.238.35", "/home/crio-user/ftp_server/clt5.txt", 1048576 bytes, 60.16Kbyte/sec
Tue Feb 11 23:43:44 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Transfer complete."
Tue Feb 11 23:44:00 2020 [pid 2] CONNECT: Client "3.6.238.35"
Tue Feb 11 23:44:00 2020 [pid 2] FTP response: Client "3.6.238.35", "220 (vsFTPd 3.0.3)"
Tue Feb 11 23:44:02 2020 [pid 2] FTP command: Client "3.6.238.35", "USER crio-user"
Tue Feb 11 23:44:02 2020 [pid 2] [crio-user] FTP response: Client "3.6.238.35", "331 Please specify the password."
Tue Feb 11 23:44:04 2020 [pid 2] [crio-user] FTP command: Client "3.6.238.35", "PASS <password>"
Tue Feb 11 23:44:04 2020 [pid 1] [crio-user] OK LOGIN: Client "3.6.238.35"
Tue Feb 11 23:44:04 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "230 Login successful."
Tue Feb 11 23:44:29 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "SYST"
Tue Feb 11 23:44:29 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "215 UNIX Type: L8"
Tue Feb 11 23:44:54 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "CWD ftp_server"
Tue Feb 11 23:44:54 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "250 Directory successfully changed."
Tue Feb 11 23:45:20 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE I"
Tue Feb 11 23:45:20 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to Binary mode."
Tue Feb 11 23:45:38 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "421 Timeout."
Tue Feb 11 23:45:45 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PORT 192,168,48,198,188,141"
Tue Feb 11 23:45:45 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "500 Illegal PORT command."
Tue Feb 11 23:46:10 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:46:10 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
Tue Feb 11 23:46:35 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "STOR clt7.txt"
Tue Feb 11 23:46:35 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "150 Ok to send data."
Tue Feb 11 23:46:35 2020 [pid 3] [crio-user] OK UPLOAD: Client "3.6.238.35", "/home/crio-user/ftp_server/clt7.txt", 327680 bytes, 16600.09Kbyte/sec
Tue Feb 11 23:46:35 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "226 Transfer complete."
Tue Feb 11 23:46:42 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "421 Timeout."
Tue Feb 11 23:47:00 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "TYPE A"
Tue Feb 11 23:47:00 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "200 Switching to ASCII mode."
Tue Feb 11 23:47:25 2020 [pid 3] [crio-user] FTP command: Client "3.6.238.35", "PASV"
Tue Feb 11 23:47:25 2020 [pid 3] [crio-user] FTP response: Client "3.6.238.35", "227 Entering Passive Mode (192,168,48,198,31,146)."
